deodor	0.480	0.265	0.269
depart	0.398	0.480	0.444
depart	0.245	0.536	0.391
depart	0.708	0.358	0.642
depart	0.612	0.422	0.446
departur	0.573	0.500	0.426
depend	0.388	0.429	0.358
depend	0.880	0.357	0.741
depend	0.357	0.404	0.451
depend	0.250	0.451	0.433
depend	0.429	0.365	0.356
depend	0.354	0.455	0.404
depict	0.663	0.529	0.723
depict	0.490	0.566	0.602
deplet	0.153	0.370	0.236
deplor	0.135	0.657	0.230
deplor	0.135	0.575	0.373
deploy	0.500	0.520	0.585
deploy	0.510	0.520	0.612
deport	0.167	0.667	0.546
deport	0.104	0.786	0.450
depo	0.286	0.420	0.451
deposit	0.540	0.379	0.483
depositari	0.604	0.431	0.500
deposit	0.394	0.510	0.471
depositori	0.551	0.373	0.481
depot	0.635	0.255	0.471
deprav	0.031	0.837	0.395
deprav	0.115	0.854	0.453
depreci	0.270	0.623	0.445
depreci	0.135	0.672	0.250
depreci	0.143	0.571	0.386
depress	0.219	0.635	0.528
depress	0.024	0.445	0.136
depress	0.146	0.559	0.216
depress	0.031	0.520	0.232
depress	0.143	0.434	0.202
depresson	0.135	0.400	0.308
depriv	0.194	0.610	0.413
depriv	0.271	0.591	0.340
depriv	0.354	0.506	0.536
depth	0.708	0.561	0.759
deputi	0.429	0.530	0.787
derail	0.108	0.802	0.375
derang	0.376	0.868	0.357
derelict	0.208	0.470	0.237
deri	0.265	0.670	0.292
deriv	0.521	0.519	0.644
deriv	0.541	0.491	0.508
deriv	0.396	0.324	0.360
dermal	0.385	0.406	0.443
dermatologist	0.531	0.358	0.528
dermatolog	0.422	0.500	0.556
derog	0.208	0.460	0.327
derogatori	0.122	0.580	0.404
descend	0.385	0.535	0.231
descend	0.684	0.420	0.625
descend	0.391	0.480	0.565
descend	0.219	0.493	0.250
descent	0.300	0.402	0.158
describ	0.542	0.472	0.555
descript	0.582	0.425	0.596
descript	0.667	0.352	0.570
desecr	0.255	0.806	0.509
desecr	0.125	0.833	0.564
desert	0.469	0.279	0.389
desert	0.156	0.480	0.214
desert	0.122	0.710	0.366
desert	0.122	0.630	0.289
deserv	0.802	0.436	0.613
deserv	0.781	0.582	0.689
deserv	0.802	0.596	0.858
design	0.796	0.327	0.632
design	0.531	0.538	0.683
design	0.500	0.412	0.616
design	0.612	0.571	0.675
design	0.745	0.380	0.595
design	0.875	0.519	0.670
design	0.792	0.355	0.552
desir	0.684	0.550	0.675
desir	0.740	0.735	0.750
desir	0.896	0.692	0.647
desir	0.814	0.821	0.632
desir	0.719	0.824	0.562
desist	0.220	0.358	0.291
desk	0.510	0.135	0.422
desol	0.104	0.320	0.228
desol	0.073	0.481	0.273
despair	0.115	0.794	0.245
despair	0.073	0.735	0.286
despatch	0.448	0.400	0.613
desperado	0.260	0.745	0.361
desper	0.083	0.842	0.337
desper	0.125	0.904	0.419
despic	0.146	0.710	0.255
despi	0.167	0.745	0.296
despond	0.133	0.378	0.221
despot	0.141	0.824	0.592
despot	0.255	0.696	0.620
dessert	0.755	0.491	0.404
destin	0.708	0.471	0.637
destin	0.698	0.462	0.617
destini	0.781	0.413	0.611
destitut	0.130	0.451	0.222
destroy	0.046	0.935	0.635
destroy	0.031	0.696	0.288
destroy	0.083	0.830	0.543
destroy	0.041	0.828	0.660
destruct	0.071	0.868	0.525
destruct	0.102	0.929	0.613
destruct	0.177	0.870	0.713
detach	0.357	0.625	0.450
detach	0.280	0.396	0.216
detach	0.243	0.700	0.443
detail	0.514	0.406	0.528
detail	0.603	0.314	0.472
detail	0.583	0.367	0.481
detain	0.351	0.345	0.430
detain	0.306	0.510	0.321
detect	0.531	0.520	0.565
detect	0.479	0.539	0.649
detect	0.708	0.567	0.538
detect	0.500	0.764	0.901
detector	0.459	0.630	0.724
detent	0.265	0.698	0.562
deter	0.344	0.537	0.567
deterg	0.458	0.304	0.426
deterior	0.083	0.471	0.202
deterior	0.053	0.549	0.237
deterior	0.104	0.459	0.112
deterior	0.130	0.512	0.283
determin	0.625	0.565	0.723
determin	0.630	0.314	0.772
determin	0.776	0.725	0.795
determin	0.612	0.368	0.776
determin	0.760	0.528	0.673
deterr	0.292	0.461	0.385
detest	0.083	0.800	0.492
detest	0.177	0.637	0.412
deton	0.375	0.850	0.696
deton	0.167	0.931	0.741
deton	0.207	0.875	0.750
detour	0.398	0.539	0.309
detract	0.344	0.438	0.368
detriment	0.281	0.538	0.263
detriment	0.203	0.679	0.387
detritus	0.276	0.353	0.363
deuc	0.479	0.338	0.425
deutschmark	0.439	0.431	0.509
devalu	0.321	0.462	0.212
devast	0.021	0.796	0.509
devast	0.120	0.544	0.264
devast	0.104	0.856	0.419
devast	0.090	0.904	0.472
develop	0.771	0.670	0.821
develop	0.844	0.653	0.864
develop	0.833	0.587	0.714
develop	0.827	0.500	0.796
deviant	0.094	0.589	0.398
deviat	0.173	0.562	0.269
deviat	0.354	0.634	0.536
deviat	0.105	0.513	0.336
devic	0.562	0.404	0.627
devil	0.161	0.900	0.611
devil	0.347	0.559	0.358
devilish	0.073	0.865	0.490
devious	0.250	0.519	0.259
devi	0.551	0.557	0.670
devoid	0.219	0.436	0.300
devolut	0.345	0.434	0.425
devolv	0.367	0.427	0.596
devot	0.802	0.490	0.642
devot	0.867	0.320	0.698
devot	0.816	0.461	0.577
devot	0.802	0.561	0.673
devot	0.740	0.394	0.655
devour	0.344	0.888	0.574
devout	0.620	0.357	0.464
dew	0.604	0.225	0.464
dexter	0.458	0.473	0.444
dexter	0.771	0.673	0.864
dextro	0.333	0.402	0.323
diabet	0.051	0.472	0.279
diabet	0.125	0.269	0.237
diabol	0.102	0.912	0.456
diagno	0.378	0.520	0.714
diagnosi	0.571	0.500	0.819
diagnost	0.417	0.483	0.635
diagnost	0.540	0.440	0.750
diagon	0.500	0.343	0.410
diagram	0.562	0.357	0.445
dial	0.620	0.427	0.596
dialect	0.635	0.422	0.526
dialect	0.510	0.540	0.638
dialogu	0.599	0.441	0.625
dialysi	0.194	0.567	0.407
diamet	0.427	0.298	0.483
diamond	0.910	0.606	0.769
diamond	0.927	0.684	0.917
diaper	0.409	0.274	0.155
diaphragm	0.459	0.337	0.517
diarrhea	0.092	0.684	0.143
diarrhoea	0.038	0.692	0.250
diari	0.698	0.292	0.464
diatrib	0.354	0.569	0.409
dib	0.479	0.370	0.344
dib	0.510	0.410	0.391
dice	0.458	0.441	0.264
dicey	0.290	0.833	0.727
dichotom	0.365	0.452	0.538
dichotomi	0.323	0.482	0.483
dick	0.208	0.500	0.462
dickhead	0.115	0.608	0.284
dick	0.310	0.694	0.358
dictat	0.480	0.423	0.668
dictat	0.255	0.378	0.627
dictat	0.073	0.760	0.862
dictatori	0.204	0.770	0.840
dictatorship	0.082	0.806	0.784
diction	0.439	0.373	0.679
dictionari	0.620	0.250	0.598
dictum	0.385	0.510	0.528
didact	0.645	0.480	0.673
diddl	0.429	0.566	0.393
die	0.031	0.765	0.259
die	0.021	0.650	0.327
diesel	0.490	0.327	0.448
diet	0.429	0.235	0.398
dietari	0.551	0.220	0.261
differ	0.230	0.398	0.396
differ	0.474	0.560	0.483
differ	0.365	0.582	0.342
differ	0.612	0.394	0.473
differenti	0.520	0.378	0.535
differenti	0.367	0.561	0.535
differ	0.480	0.431	0.506
differ	0.418	0.410	0.455
difficult	0.235	0.700	0.508
difficulti	0.082	0.784	0.357
difficulti	0.079	0.740	0.368
diffus	0.430	0.431	0.321
diffus	0.356	0.615	0.517
dig	0.367	0.585	0.637
digest	0.720	0.413	0.483
digest	0.531	0.410	0.455
digest	0.542	0.413	0.434
digit	0.447	0.286	0.333
digit	0.740	0.382	0.529
dignifi	0.766	0.481	0.635
dignifi	0.854	0.588	0.735
digniti	0.844	0.391	0.873
digress	0.271	0.625	0.411
dig	0.448	0.670	0.635
dike	0.360	0.384	0.490
dilapid	0.229	0.618	0.286
dilat	0.385	0.574	0.368
dilat	0.347	0.490	0.578
dildo	0.536	0.587	0.491
dilemma	0.153	0.590	0.430
dilig	0.688	0.423	0.700
dilig	0.760	0.426	0.759
dill	0.427	0.360	0.373
diluent	0.417	0.344	0.332
dilut	0.275	0.192	0.349
dilut	0.469	0.310	0.229
dilut	0.445	0.337	0.352
dim	0.398	0.321	0.273
dime	0.653	0.317	0.345
dimen	0.592	0.415	0.627
dimen	0.561	0.484	0.596
diminish	0.240	0.357	0.167
diminish	0.156	0.269	0.196
diminut	0.316	0.296	0.245
diminut	0.323	0.200	0.109
dimwit	0.255	0.459	0.175
din	0.440	0.417	0.398
dine	0.821	0.519	0.478
diner	0.643	0.302	0.538
dinghi	0.510	0.269	0.325
dingo	0.608	0.472	0.346
dingi	0.156	0.483	0.343
dine	0.724	0.350	0.459
dinki	0.357	0.451	0.358
dinner	0.823	0.392	0.379
dinnertim	0.796	0.406	0.341
dinosaur	0.448	0.630	0.596
dint	0.378	0.480	0.492
diocesan	0.520	0.283	0.518
dioc	0.510	0.288	0.575
diorama	0.592	0.441	0.462
dioxid	0.354	0.433	0.456
dip	0.516	0.583	0.397
diploma	0.750	0.462	0.731
diplomaci	0.740	0.396	0.774
diplomat	0.563	0.262	0.868
diplomat	0.653	0.363	0.918
dipper	0.548	0.361	0.348
dippi	0.430	0.402	0.340
dipstick	0.365	0.312	0.316
dire	0.214	0.660	0.259
direct	0.793	0.403	0.650
direct	0.542	0.490	0.541
direct	0.719	0.330	0.684
direct	0.604	0.530	0.918
direct	0.747	0.400	0.702
director	0.688	0.580	0.912
directori	0.439	0.413	0.538
dirt	0.112	0.500	0.236
dirti	0.153	0.460	0.170
disabl	0.073	0.482	0.173
disabl	0.115	0.430	0.269
disabl	0.308	0.443	0.235
disadvantag	0.150	0.377	0.282
disaffect	0.176	0.410	0.291
disagr	0.133	0.590	0.345
disagr	0.042	0.643	0.178
disagr	0.255	0.643	0.350
disagr	0.104	0.618	0.236
disallow	0.156	0.519	0.424
disallow	0.135	0.500	0.328
disapoint	0.104	0.418	0.231
disappear	0.143	0.441	0.350
disappear	0.214	0.698	0.367
disappear	0.167	0.427	0.379
disappoint	0.150	0.633	0.288
disappoint	0.071	0.472	0.241
disappoint	0.073	0.640	0.200
disappoint	0.115	0.490	0.336
disapprov	0.085	0.551	0.367
disapprov	0.160	0.594	0.445
disapprov	0.104	0.550	0.114
disapprov	0.245	0.625	0.452
disarm	0.292	0.528	0.613
disarray	0.198	0.657	0.223
disast	0.082	0.892	0.433
disastr	0.071	0.741	0.439
disband	0.302	0.491	0.417
disbelief	0.188	0.409	0.373
disbeliev	0.188	0.441	0.352
disbur	0.418	0.473	0.353
disbur	0.240	0.443	0.435
disc	0.622	0.410	0.426
discard	0.240	0.343	0.337
discard	0.229	0.460	0.308
discard	0.240	0.464	0.391
discern	0.459	0.566	0.518
discern	0.427	0.441	0.481
discern	0.542	0.584	0.780
discern	0.408	0.471	0.694
discharg	0.427	0.538	0.578
discipl	0.765	0.385	0.462
disciplinari	0.562	0.593	0.796
disciplin	0.615	0.471	0.806
disciplin	0.728	0.450	0.750
disclaim	0.235	0.509	0.321
disclaim	0.367	0.571	0.542
disclo	0.490	0.570	0.545
disclo	0.271	0.575	0.546
disclosur	0.500	0.615	0.710
disco	0.710	0.806	0.575
discolor	0.224	0.373	0.414
discolor	0.204	0.340	0.269
discomfort	0.153	0.719	0.272
disconcert	0.100	0.612	0.288
disconcert	0.106	0.549	0.269
disconnect	0.438	0.292	0.191
disconnect	0.292	0.276	0.173
disconnect	0.167	0.283	0.277
disconnect	0.256	0.357	0.241
discont	0.240	0.530	0.263
discontinu	0.123	0.741	0.337
discontinu	0.354	0.396	0.349
discontinu	0.303	0.439	0.250
discontinu	0.233	0.409	0.316
discord	0.115	0.882	0.465
discount	0.724	0.530	0.302
discount	0.677	0.471	0.430
discourag	0.184	0.443	0.267
discourag	0.220	0.304	0.090
discourag	0.112	0.319	0.206
discourag	0.167	0.469	0.281
discour	0.410	0.550	0.803
discov	0.771	0.793	0.673
discoveri	0.823	0.627	0.814
discredit	0.075	0.529	0.355
discredit	0.112	0.491	0.182
discreet	0.552	0.216	0.532
discrep	0.260	0.643	0.417
discret	0.585	0.231	0.429
discret	0.552	0.320	0.685
discretionari	0.520	0.365	0.446
discrimin	0.125	0.761	0.366
discrimin	0.160	0.783	0.462
discrimin	0.051	0.724	0.379
discus	0.542	0.423	0.343
discuss	0.396	0.769	0.509
discuss	0.333	0.842	0.536
disdain	0.153	0.446	0.441
disdain	0.097	0.480	0.263
disea	0.041	0.539	0.333
disea	0.123	0.510	0.134
disembodi	0.167	0.620	0.412
disengag	0.406	0.529	0.304
disengag	0.327	0.373	0.395
disfigur	0.153	0.613	0.336
disgrac	0.061	0.531	0.331
disgrac	0.071	0.661	0.250
disgrac	0.082	0.702	0.240
disgruntl	0.104	0.658	0.442
disgui	0.573	0.694	0.431
disgui	0.500	0.615	0.326
disgust	0.052	0.775	0.317
disgust	0.051	0.773	0.274
disgust	0.031	0.796	0.245
dish	0.552	0.255	0.264
dishearten	0.153	0.343	0.238
dishearten	0.010	0.353	0.224
dishonest	0.191	0.491	0.163
dishonesti	0.094	0.592	0.348
dishonor	0.104	0.620	0.185
dishonor	0.112	0.641	0.280
dishwash	0.480	0.296	0.324
disillus	0.051	0.519	0.190
disinclin	0.125	0.491	0.330
disinclin	0.458	0.454	0.278
disinclin	0.385	0.442	0.364
disinfect	0.448	0.388	0.648
disinfect	0.531	0.429	0.460
disinfect	0.517	0.556	0.473
disinform	0.230	0.577	0.260
disingenu	0.194	0.509	0.204
disintegr	0.143	0.660	0.364
disintegr	0.094	0.551	0.381
disinterest	0.398	0.284	0.392
disjoint	0.351	0.385	0.322
disjoint	0.323	0.518	0.365
disjunct	0.286	0.481	0.400
disk	0.573	0.423	0.412
diskett	0.531	0.255	0.391
dislik	0.156	0.406	0.321
dislik	0.062	0.510	0.221
dislik	0.163	0.637	0.366
disloc	0.125	0.625	0.200
disloc	0.229	0.565	0.373
dislodg	0.214	0.769	0.356
disloy	0.062	0.582	0.245
disloyalti	0.187	0.716	0.267
dismal	0.194	0.450	0.192
dismantl	0.347	0.644	0.462
dismay	0.314	0.681	0.459
dismay	0.165	0.735	0.389
dismemb	0.104	0.860	0.470
dismiss	0.167	0.541	0.509
dismiss	0.153	0.723	0.271
dismiss	0.188	0.541	0.430
dismount	0.361	0.423	0.391
disobedi	0.051	0.868	0.369
disobedi	0.276	0.706	0.353
disobey	0.143	0.556	0.491
disord	0.115	0.816	0.218
disord	0.210	0.714	0.288
disord	0.188	0.748	0.385
disorgan	0.052	0.507	0.184
disori	0.163	0.472	0.212
disori	0.227	0.643	0.227
disown	0.153	0.637	0.368
disparag	0.092	0.663	0.336
disparag	0.102	0.626	0.411
dispar	0.438	0.500	0.368
dispar	0.208	0.482	0.361
dispass	0.199	0.217	0.218
dispatch	0.317	0.417	0.555
dispatch	0.365	0.704	0.652
dispel	0.388	0.402	0.411
dispensari	0.406	0.380	0.606
dispen	0.388	0.462	0.490
dispen	0.561	0.520	0.518
dispen	0.583	0.392	0.470
disper	0.388	0.507	0.421
disper	0.375	0.569	0.434
disper	0.344	0.490	0.274
disper	0.270	0.604	0.350
dispirit	0.204	0.280	0.142
displac	0.424	0.541	0.454
displac	0.281	0.472	0.291
displac	0.276	0.531	0.481
displac	0.500	0.528	0.642
display	0.677	0.325	0.400
displea	0.021	0.702	0.286
displea	0.135	0.690	0.400
displeasur	0.115	0.559	0.250
dispo	0.271	0.439	0.250
dispo	0.135	0.608	0.396
dispo	0.548	0.538	0.559
dispo	0.688	0.441	0.625
disposit	0.663	0.542	0.734
dispossess	0.354	0.577	0.331
disprov	0.375	0.625	0.613
disput	0.219	0.750	0.585
disqualif	0.066	0.677	0.330
disqualifi	0.129	0.464	0.232
disqualifi	0.208	0.595	0.267
disquiet	0.229	0.850	0.290
disregard	0.177	0.647	0.308
disregard	0.260	0.458	0.283
disrelish	0.375	0.471	0.304
disreput	0.104	0.688	0.353
disreput	0.208	0.630	0.292
disrespect	0.062	0.637	0.302
disrespect	0.031	0.694	0.273
disrupt	0.265	0.640	0.349
disrupt	0.186	0.557	0.339
disrupt	0.235	0.735	0.436
disrupt	0.255	0.755	0.575
dissatisfact	0.115	0.663	0.202
dissatisfi	0.042	0.561	0.291
dissect	0.367	0.750	0.595
dissect	0.276	0.632	0.462
dissemin	0.562	0.608	0.750
dissemin	0.476	0.551	0.583
dissen	0.250	0.618	0.414
dissent	0.300	0.655	0.407
dissent	0.208	0.552	0.366
dissert	0.312	0.575	0.575
disserv	0.250	0.794	0.480
dissid	0.350	0.582	0.413
dissimilar	0.276	0.461	0.472
dissip	0.385	0.368	0.355
dissip	0.281	0.421	0.231
dissoci	0.135	0.555	0.471
dissoci	0.281	0.615	0.397
dissolut	0.204	0.464	0.349
dissolv	0.271	0.490	0.410
disson	0.173	0.471	0.336
dissuad	0.482	0.500	0.350
distal	0.410	0.401	0.438
distanc	0.233	0.317	0.418
distant	0.229	0.324	0.269
distast	0.184	0.625	0.370
distast	0.264	0.676	0.222
distil	0.500	0.347	0.382
distil	0.396	0.436	0.575
distil	0.427	0.573	0.500
distinct	0.542	0.578	0.509
distinct	0.584	0.571	0.750
distinct	0.885	0.520	0.604
distinguish	0.675	0.471	0.600
distinguish	0.635	0.530	0.727
distinguish	0.823	0.593	0.759
distinguish	0.622	0.363	0.640
distort	0.100	0.740	0.366
distort	0.250	0.521	0.280
distort	0.299	0.570	0.380
distract	0.241	0.609	0.336
distract	0.194	0.392	0.213
distract	0.445	0.583	0.400
distract	0.402	0.557	0.390
distraught	0.115	0.903	0.264
distress	0.073	0.840	0.396
distress	0.143	0.771	0.324
distress	0.075	0.750	0.375
distribut	0.643	0.596	0.709
distribut	0.635	0.548	0.788
distributor	0.702	0.447	0.718
district	0.438	0.327	0.660
distrust	0.060	0.670	0.276
disturb	0.175	0.760	0.481
disturb	0.146	0.907	0.404
disturb	0.125	0.870	0.305
disturb	0.146	0.792	0.439
disus	0.229	0.229	0.202
disus	0.250	0.302	0.186
ditch	0.357	0.364	0.322
ditto	0.449	0.418	0.411
ditti	0.470	0.433	0.334
diurnal	0.714	0.296	0.443
diva	0.660	0.657	0.596
divan	0.750	0.202	0.262
dive	0.583	0.531	0.500
diver	0.594	0.520	0.564
diverg	0.375	0.657	0.520
diverg	0.429	0.615	0.687
diverg	0.449	0.660	0.587
diverg	0.417	0.613	0.573
diver	0.583	0.580	0.602
diver	0.562	0.519	0.604
diversifi	0.602	0.538	0.549
diversifi	0.656	0.588	0.464
diver	0.740	0.821	0.714
diversionari	0.551	0.587	0.300
diver	0.806	0.472	0.711
divert	0.344	0.622	0.407
divert	0.396	0.571	0.537
divest	0.365	0.547	0.424
divest	0.333	0.449	0.311
divest	0.302	0.509	0.382
divid	0.333	0.520	0.417
divid	0.271	0.623	0.391
dividend	0.583	0.491	0.566
divin	0.500	0.650	0.545
divin	0.918	0.571	0.885
divin	0.896	0.559	0.774
divi	0.323	0.462	0.411
divi	0.370	0.481	0.472
divisor	0.344	0.517	0.455
divorc	0.042	0.700	0.385
divorc	0.153	0.610	0.481
divulg	0.531	0.718	0.467
divvi	0.351	0.462	0.429
dizzi	0.229	0.555	0.254
dizzi	0.199	0.582	0.193
do	0.670	0.548	0.536
doabl	0.760	0.404	0.675
doc	0.458	0.317	0.392
docil	0.604	0.259	0.264
dock	0.490	0.409	0.481
dock	0.281	0.754	0.398
docket	0.505	0.509	0.607
dock	0.354	0.596	0.587
doctor	0.700	0.531	0.861
doctor	0.776	0.479	0.841
doctrin	0.510	0.373	0.673
doctrin	0.500	0.394	0.769
document	0.594	0.240	0.667
documentari	0.622	0.213	0.596
document	0.719	0.290	0.667
document	0.530	0.250	0.587
dodg	0.333	0.760	0.509
dodger	0.427	0.454	0.490
dodg	0.396	0.654	0.382
dodgi	0.281	0.510	0.254
dodo	0.438	0.306	0.353
doe	0.550	0.336	0.336
doer	0.724	0.550	0.728
dog	0.704	0.500	0.407
dogfac	0.219	0.470	0.264
dog	0.255	0.750	0.594
doggi	0.646	0.491	0.404
doghous	0.438	0.417	0.340
dogma	0.530	0.460	0.719
dogmat	0.448	0.520	0.654
dogsick	0.571	0.490	0.377
do	0.604	0.491	0.705
doit	0.500	0.519	0.392
dojo	0.500	0.435	0.455
doldrum	0.229	0.425	0.266
dole	0.448	0.402	0.348
doll	0.729	0.321	0.330
dollar	0.755	0.632	0.694
dollhous	0.643	0.245	0.363
dolor	0.167	0.635	0.375
dolphin	0.776	0.350	0.414
domain	0.573	0.549	0.828
dome	0.620	0.398	0.509
domest	0.729	0.327	0.500
domest	0.635	0.360	0.294
domest	0.594	0.390	0.435
domicil	0.604	0.292	0.529
domicil	0.542	0.340	0.516
domin	0.542	0.775	0.839
domin	0.406	0.854	0.893
domin	0.439	0.814	0.953
domin	0.427	0.769	0.902
domin	0.505	0.786	0.959
dominatrix	0.390	0.727	0.709
dominion	0.542	0.704	0.890
domino	0.594	0.510	0.473
don	0.646	0.454	0.702
donat	0.774	0.462	0.577
donat	0.792	0.398	0.602
donkey	0.406	0.367	0.245
donor	0.714	0.490	0.653
dontlikeyou	0.055	0.500	0.282
dontmess	0.396	0.482	0.440
dontmesswithm	0.312	0.635	0.440
dontpan	0.469	0.465	0.425
dontunderstand	0.219	0.357	0.271
doodl	0.604	0.402	0.376
doom	0.073	0.750	0.442
doom	0.041	0.755	0.301
doomsday	0.125	0.861	0.670
door	0.549	0.189	0.421
doorbel	0.564	0.500	0.307
doorknob	0.406	0.553	0.462
doorman	0.570	0.371	0.491
doormat	0.458	0.269	0.267
doornail	0.459	0.370	0.423
doorstep	0.531	0.274	0.391
doorway	0.573	0.304	0.496
dopamin	0.548	0.469	0.426
dope	0.295	0.855	0.425
dopey	0.320	0.380	0.365
dork	0.272	0.519	0.361
dorki	0.302	0.480	0.390
dorm	0.719	0.194	0.327
dormant	0.385	0.245	0.245
dormitori	0.633	0.204	0.382
dorsal	0.449	0.360	0.445
dosag	0.344	0.450	0.490
dose	0.458	0.490	0.427
dossier	0.357	0.380	0.544
dot	0.434	0.290	0.391
dote	0.888	0.415	0.426
dot	0.480	0.347	0.426
dotti	0.375	0.402	0.393
doubl	0.677	0.378	0.569
doubl	0.427	0.536	0.560
doublet	0.420	0.431	0.500
doubl	0.459	0.452	0.464
doubt	0.395	0.351	0.231
doubt	0.250	0.465	0.241
doubt	0.224	0.560	0.189
doubtless	0.688	0.415	0.689
doubt	0.306	0.448	0.305
douch	0.490	0.413	0.397
douchebag	0.327	0.587	0.366
dough	0.588	0.229	0.391
doughboy	0.365	0.443	0.396
doughnut	0.663	0.380	0.279
dour	0.360	0.404	0.325
dous	0.365	0.453	0.412
dove	0.729	0.235	0.437
down	0.208	0.330	0.264
downcast	0.071	0.500	0.222
downer	0.120	0.594	0.226
downfal	0.200	0.717	0.182
downfield	0.521	0.330	0.380
downheart	0.119	0.461	0.255
downhil	0.292	0.573	0.279
download	0.602	0.490	0.503
downpour	0.328	0.602	0.481
downright	0.625	0.454	0.679
downriv	0.542	0.469	0.279
downsid	0.190	0.400	0.246
downtim	0.240	0.226	0.324
downward	0.188	0.347	0.255
downi	0.630	0.170	0.255
dowri	0.604	0.453	0.544
doze	0.592	0.200	0.405
dozen	0.583	0.343	0.425
drab	0.327	0.300	0.242
draft	0.438	0.360	0.351
drafti	0.458	0.500	0.518
drag	0.388	0.606	0.348
dragon	0.541	0.821	0.712
dragonfli	0.571	0.373	0.357
drain	0.277	0.470	0.222
drainag	0.219	0.354	0.307
drain	0.310	0.441	0.352
drain	0.337	0.396	0.304
drainpip	0.417	0.413	0.277
drake	0.467	0.411	0.452
drama	0.430	0.755	0.481
dramaqueen	0.337	0.682	0.482
dramat	0.367	0.780	0.443
drape	0.417	0.439	0.404
draperi	0.479	0.220	0.223
drastic	0.194	0.839	0.657
drat	0.302	0.516	0.409
draught	0.465	0.245	0.316
draw	0.704	0.449	0.481
drawback	0.302	0.422	0.148
drawbridg	0.551	0.557	0.438
drawer	0.429	0.196	0.292
drawer	0.539	0.260	0.236
draw	0.698	0.216	0.333
dread	0.153	0.792	0.368
dread	0.122	0.706	0.460
dread	0.092	0.786	0.348
dread	0.246	0.806	0.306
dread	0.125	0.760	0.377
dream	0.844	0.157	0.328
dreamboat	0.776	0.491	0.458
dreamer	0.820	0.394	0.455
dream	0.854	0.320	0.336
dreamland	0.844	0.471	0.566
dream	0.865	0.415	0.530
dreamt	0.812	0.380	0.518
dreami	0.837	0.350	0.500
dreari	0.260	0.490	0.324
dredg	0.427	0.445	0.444
drench	0.302	0.361	0.388
dress	0.760	0.300	0.345
dresser	0.604	0.398	0.473
dressmak	0.698	0.460	0.483
dressi	0.800	0.570	0.696
dribbl	0.417	0.551	0.465
dri	0.427	0.260	0.385
drier	0.306	0.347	0.392
drift	0.316	0.520	0.375
drift	0.312	0.542	0.310
drifter	0.449	0.512	0.391
driftwood	0.321	0.283	0.439
drill	0.250	0.602	0.573
drink	0.650	0.552	0.474
drinker	0.365	0.735	0.441
drink	0.562	0.459	0.317
drink	0.729	0.656	0.412
drip	0.392	0.193	0.175
drip	0.302	0.257	0.267
drive	0.625	0.689	0.713
drivel	0.398	0.469	0.463
driver	0.553	0.538	0.637
driveway	0.612	0.392	0.689
drizzl	0.521	0.353	0.319
droll	0.459	0.573	0.422
drone	0.429	0.686	0.596
drone	0.398	0.577	0.588
drool	0.385	0.398	0.204
droop	0.245	0.558	0.353
droopi	0.438	0.350	0.297
drop	0.479	0.321	0.291
droplet	0.625	0.208	0.194
dropout	0.253	0.550	0.481
dropper	0.333	0.216	0.236
drought	0.133	0.353	0.267
drove	0.541	0.528	0.623
drown	0.071	0.860	0.270
drowsi	0.260	0.194	0.303
drowsi	0.375	0.180	0.240
drudgeri	0.094	0.522	0.241
drug	0.214	0.790	0.453
drug deal	0.042	0.843	0.500
drug	0.102	0.750	0.321
druggist	0.240	0.561	0.417
drug	0.167	0.750	0.368
drugstor	0.490	0.343	0.518
druid	0.517	0.445	0.481
drum	0.615	0.679	0.339
drummer	0.646	0.700	0.564
drum	0.594	0.750	0.426
drunk	0.194	0.800	0.250
drunk driv	0.073	0.900	0.306
drunkard	0.240	0.873	0.250
drunken	0.155	0.849	0.250
drunken	0.214	0.774	0.336
dri	0.363	0.169	0.311
dryer	0.479	0.343	0.277
dryness	0.292	0.296	0.263
dual	0.573	0.330	0.384
dualism	0.490	0.406	0.536
dualiti	0.438	0.520	0.503
dub	0.510	0.480	0.387
dubious	0.414	0.480	0.198
duchess	0.656	0.548	0.711
duck	0.594	0.337	0.236
duck	0.344	0.573	0.294
duckl	0.602	0.353	0.263
ducki	0.520	0.430	0.368
duct	0.449	0.435	0.430
ductil	0.508	0.420	0.433
dud	0.167	0.455	0.246
dude	0.809	0.356	0.615
dud	0.347	0.311	0.339
due	0.562	0.340	0.467
duel	0.271	0.696	0.589
due	0.367	0.461	0.288
duet	0.694	0.693	0.527
duffel	0.500	0.400	0.384
dugout	0.490	0.370	0.463
duh	0.357	0.461	0.364
duke	0.667	0.440	0.669
dull	0.194	0.120	0.185
dullard	0.450	0.480	0.365
dumb	0.188	0.330	0.151
dumbass	0.316	0.590	0.363
dumbbel	0.302	0.469	0.364
dumbbitch	0.281	0.636	0.393
dumfound	0.271	0.551	0.295
dumfound	0.406	0.481	0.400
dummi	0.440	0.144	0.250
dump	0.345	0.500	0.370
dumpl	0.580	0.321	0.360
dump	0.302	0.583	0.365
dumpster	0.229	0.418	0.101
dun	0.458	0.431	0.339
dunc	0.188	0.327	0.146
dune	0.459	0.173	0.414
dung	0.104	0.549	0.149
dungeon	0.276	0.608	0.440
dunk	0.406	0.333	0.475
duo	0.510	0.500	0.447
dupe	0.184	0.760	0.327
duplex	0.592	0.452	0.467
